company,rankWithinCompany,libraryId,advertiser,started,adLink,screenshot,searchQuery,copy
Ciseern by Designer Furnishings Pte Ltd,1,1012694597582390,Ciseern by Designer Furnishings Pte Ltd,30 Aug 2025,https://www.facebook.com/ads/library/?id=1012694597582390,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_1012694597582390.png,,"Get expert planning, stylish design, smooth execution and reliable after-sales, all in one place at Ciseern!
Click Here to View Our Socials 𝗢𝗥 Reach Out to Us
Click Here to View Our Google Reviews From Our Homeowners
Once Our Customer, Forever Our Customer
Our Accreditation:
➤ 28 Years Pioneer Leader in the Interior Design Industry
➤ CaseTrust-RCMA Joint Accredited ID Company
➤ Prestigious Spirit of Enterprise 2005 Honouree
➤ Singapore Prestige Brand Award 2008 & 2012
➤ Appointed Designer for the HDB Showflat from 2017 to 2028
➤ Singapore Quality Class 2018 Honouree
➤ Awarded the “HDB Quality Partner Award 2020” from the Housing Development Board (HDB)
➤ Awarded Multiple Showflats For Local & Overseas Developers
➤ Designed Celebrity Showflats for Actresses such as Julie Tan, Jesseca Liu & More
➤ Courts Preferred Partner
➤ Top 10 Nippon Paint Designers of Choice
➤ BCA Registered Contractor
Our Assurance:
➤ 100% Deposit Money-Back Guarantee Insured by NTUC
➤ Designed Dream Homes For Over 20,000 Homeowners
➤ Importer For Our 100% Waterproof & Termite-Free Board With 25 Years Warranty
➤ Providing Only Premium Materials & Quality - With A Guaranteed Lifetime Warranty On Our Cabinet Mechanism
➤ Excellent Ratings: 4.7/5 Stars on Google Reviews, 4.9/5 Stars on Qanvast, 5/5 Stars on Renopedia
➤ Customized Designs By Our In-House Designers
➤ Professional Aftersales & Customer Support Service
➤ Formaldehyde-free plywood, internal PVC, and adhesive
Various Schemes Available:
➤ EasiPay Scheme (As Low As $275 Per Month)
➤ Renovation Packages from $13,088 onwards
**T&C apply
𝗛𝗲𝗮𝗱 𝗗𝗼𝘄𝗻 𝘁𝗼 𝗩𝗶𝘀𝗶𝘁 𝗨𝘀 𝗧𝗼𝗱𝗮𝘆:
• 1 Tampines North Drive 1 #01-37 19000 Sqft @ T-Space Building, Singapore 528559, Next to Courts, Giant and IKEA
𝗢𝗽𝗲𝗻𝗶𝗻𝗴 𝗛𝗼𝘂𝗿𝘀:
Mon - Sat 11am - 8pm
Sun & PH 12pm - 6pm
𝗖𝗼𝗻𝘁𝗮𝗰𝘁 𝗨𝘀:
Do Whatsapp Us At +65 8777 0078 For Enquiries Or To Book Your Free ID Consultation
For projects over $200K, kindly WhatsApp us at +65 9790 7222"
Ciseern by Designer Furnishings Pte Ltd,2,1507556640236068,Ciseern by Designer Furnishings Pte Ltd,31 Aug 2025,https://www.facebook.com/ads/library/?id=1507556640236068,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_1507556640236068.png,,"Award-Winning Designer for 28 Years! Leading the way in timeless interiors, locally & overseas. Get a FREE design consultation at our 19,000 sqft T-Space showroom! 📍 Explore ideas or bring your vision to life with our experts. Book now and enjoy a personalized experience!"
Ciseern by Designer Furnishings Pte Ltd,3,1528520785399703,Ciseern by Designer Furnishings Pte Ltd,15 Apr 2026,https://www.facebook.com/ads/library/?id=1528520785399703,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_1528520785399703.png,,"Your family's safety starts with the materials you don't see!
At Ciseern, we go the extra mile—submitting our own plywood for independent testing to ensure it meets strict low-formaldehyde standards.
Click Here to View Our Socials 𝗢𝗥 Reach Out to Us
Click Here to View Our Google Reviews From Our Homeowners
Once Our Customer, Forever Our Customer
Our Accreditation:
➤ 28 Years Pioneer Leader in the Interior Design Industry
➤ CaseTrust-RCMA Joint Accredited ID Company
➤ Prestigious Spirit of Enterprise 2005 Honouree
➤ Singapore Prestige Brand Award 2008 & 2012
➤ Appointed Designer for the HDB Showflat from 2017 to 2028
➤ Singapore Quality Class 2018 Honouree
➤ Awarded the “HDB Quality Partner Award 2020” from the Housing Development Board (HDB)
➤ Awarded Multiple Showflats For Local & Overseas Developers
➤ Designed Celebrity Showflats for Actresses such as Julie Tan, Jesseca Liu & More
➤ Courts Preferred Partner
➤ Top 10 Nippon Paint Designers of Choice
➤ BCA Registered Contractor
Our Assurance:
➤ 100% Deposit Money-Back Guarantee Insured by NTUC
➤ Designed Dream Homes For Over 20,000 Homeowners
➤ Importer For Our 100% Waterproof & Termite-Free Board With 25 Years Warranty
➤ Providing Only Premium Materials & Quality - With A Guaranteed Lifetime Warranty On Our Cabinet Mechanism
➤ Excellent Ratings: 4.7/5 Stars on Google Reviews, 4.9/5 Stars on Qanvast, 5/5 Stars on Renopedia
➤ Customized Designs By Our In-House Designers
➤ Professional Aftersales & Customer Support Service
➤ Formaldehyde-free plywood, internal PVC, and adhesive
Various Schemes Available:
➤ EasiPay Scheme (As Low As $275 Per Month)
➤ Renovation Packages from $13,088 onwards
**T&C apply
𝗛𝗲𝗮𝗱 𝗗𝗼𝘄𝗻 𝘁𝗼 𝗩𝗶𝘀𝗶𝘁 𝗨𝘀 𝗧𝗼𝗱𝗮𝘆:
• 1 Tampines North Drive 1 #01-37 19000 Sqft @ T-Space Building, Singapore 528559, Next to Courts, Giant and IKEA
𝗢𝗽𝗲𝗻𝗶𝗻𝗴 𝗛𝗼𝘂𝗿𝘀:
Mon - Sat 11am - 8pm
Sun & PH 12pm - 6pm
𝗖𝗼𝗻𝘁𝗮𝗰𝘁 𝗨𝘀:
Do Whatsapp Us At +65 8777 0078 For Enquiries Or To Book Your Free ID Consultation
For projects over $200K, kindly WhatsApp us at +65 9790 7222"
Ciseern by Designer Furnishings Pte Ltd,4,968270676139658,Ciseern by Designer Furnishings Pte Ltd,1 Apr 2026,https://www.facebook.com/ads/library/?id=968270676139658,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_968270676139658.png,,"For 28 years, Ciseern has had the privilege of walking alongside Singaporeans on one of life’s biggest journeys—turning a house into a home.
With the honour of being the Appointed Designer for HDB’s My Nice Home Gallery Showflats for 11 consecutive years, we’ve been trusted to shape thoughtful, timeless interiors for more than 20,000 homeowners.
At Ciseern, we believe every home tells a story. That’s why our experienced designers take the time to understand your lifestyle, needs, and dreams—so we can bring your vision to life with care, creativity, and reliability.
✨ Visit our 19,000 sqft award-winning showroom at T-Space and see what’s possible for your new home.
Whether you’re just exploring ideas or ready to start your renovation journey, you’ll enjoy a complimentary design consultation tailored to you.
📍 1 Tampines North Dr. 1, #01-37
Walk-ins are always welcome—or book an appointment for a more personalised experience."
Ciseern by Designer Furnishings Pte Ltd,5,799618313006851,Ciseern by Designer Furnishings Pte Ltd,8 May 2026,https://www.facebook.com/ads/library/?id=799618313006851,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_799618313006851.png,,"🚨 THE WAIT IS OVER — CISEERN’S MUST-VISIT OPENHOUSE RETURNS 🚨
🗓 30 & 31 May | 11AM–7PM (2 DAYS ONLY)
📍 1 Tampines North Drive 1, #01-37 T-Space Building
(Near Courts, Giant & IKEA)
💥 WHY YOU SHOULDN’T MISS THIS:
🎁 Welcome gifts worth up to $1,000 with no purchase required
🎉 Wheely Big Spin worth up to $1488
🎁 Free Sofa/Dining Set worth $3000 or $800 GainCity Cash Vouchers
🍱 Lunch buffet and refreshments provided
⭐ Singapore Leading Premium ID Packages starting from $13,088 only
💳 0% interest installments up to 24 months
🛡️ Full deposit protection for peace of mind
🌟 Trusted by over 20,000 homeowners
🏆 Appointed Designer for HDB Showflats Since 2017 at HDB Hub My Nice Home Gallery
🏡 Whether you’re:
✨ Collecting your BTO keys
✨ Upgrading your resale home
✨ Revamping your kitchen & bathroom
✨ Designing your ideal condo/landed space
We have a team of professional designers to assist you.
⚠️ This is not a regular promotion. Once it’s over, it’s over.
High demand expected and slots are limited, so RSVP EARLY ⚠️"
Ciseern by Designer Furnishings Pte Ltd,6,1351976656851147,Ciseern by Designer Furnishings Pte Ltd,8 May 2026,https://www.facebook.com/ads/library/?id=1351976656851147,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_1351976656851147.png,,"🚨 THE WAIT IS OVER — CISEERN’S MUST-VISIT OPENHOUSE RETURNS 🚨
🗓 30 & 31 May | 11AM–7PM (2 DAYS ONLY)
📍 1 Tampines North Drive 1, #01-37 T-Space Building
(Near Courts, Giant & IKEA)
💥 WHY YOU SHOULDN’T MISS THIS:
🎁 Welcome gifts worth up to $1,000 with no purchase required
🎉 Wheely Big Spin worth up to $1488
🎁 Free Sofa/Dining Set worth $3000 or $800 GainCity Cash Vouchers
🍱 Lunch buffet and refreshments provided
⭐ Singapore Leading Premium ID Packages starting from $13,088 only
💳 0% interest installments up to 24 months
🛡️ Full deposit protection for peace of mind
🌟 Trusted by over 20,000 homeowners
🏆 Appointed Designer for HDB Showflats Since 2017 at HDB Hub My Nice Home Gallery
🏡 Whether you’re:
✨ Collecting your BTO keys
✨ Upgrading your resale home
✨ Revamping your kitchen & bathroom
✨ Designing your ideal condo/landed space
We have a team of professional designers to assist you. Slots are limited, so RSVP EARLY ⚠️"
Ciseern by Designer Furnishings Pte Ltd,7,1493097032475357,Ciseern by Designer Furnishings Pte Ltd,8 May 2026,https://www.facebook.com/ads/library/?id=1493097032475357,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_1493097032475357.png,,"🚨 THE WAIT IS OVER — CISEERN’S MUST-VISIT OPENHOUSE RETURNS 🚨
🗓 30 & 31 May | 11AM–7PM (2 DAYS ONLY)
📍 1 Tampines North Drive 1, #01-37 T-Space Building
(Near Courts, Giant & IKEA)
💥 WHY YOU SHOULDN’T MISS THIS:
🎁 Welcome gifts worth up to $1,000 with no purchase required
🎉 Wheely Big Spin worth up to $1488
🎁 Free Sofa/Dining Set worth $3000 or $800 GainCity Cash Vouchers
🍱 Lunch buffet and refreshments provided
⭐ Singapore Leading Premium ID Packages starting from $13,088 only
💳 0% interest installments up to 24 months
🛡️ Full deposit protection for peace of mind
🌟 Trusted by over 20,000 homeowners
🏆 Appointed Designer for HDB Showflats Since 2017 at HDB Hub My Nice Home Gallery
🏡 Whether you’re:
✨ Collecting your BTO keys
✨ Upgrading your resale home
✨ Revamping your kitchen & bathroom
✨ Designing your ideal condo/landed space
We have a team of professional designers to assist you.
High demand expected and slots are limited, so RSVP EARLY ⚠️"
Ciseern by Designer Furnishings Pte Ltd,8,841963291718907,Ciseern by Designer Furnishings Pte Ltd,8 May 2026 · Total active time 11 hrs,https://www.facebook.com/ads/library/?id=841963291718907,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_841963291718907.png,,"🚨 THE WAIT IS OVER — CISEERN’S MUST-VISIT OPENHOUSE RETURNS 🚨
🗓 30 & 31 May | 11AM–7PM (2 DAYS ONLY)
📍 1 Tampines North Drive 1, #01-37 T-Space Building
(Near Courts, Giant & IKEA)
💥 WHY YOU SHOULDN’T MISS THIS:
🎁 Welcome gifts worth up to $1,000 with no purchase required
🎉 Wheely Big Spin worth up to $1488
🎁 Free Sofa/Dining Set worth $3000 or $800 GainCity Cash Vouchers
🍱 Lunch buffet and refreshments provided
⭐ Singapore Leading Premium ID Packages starting from $13,088 only
💳 0% interest installments up to 24 months
🛡️ Full deposit protection for peace of mind
🌟 Trusted by over 20,000 homeowners
🏆 Appointed Designer for HDB Showflats Since 2017 at HDB Hub My Nice Home Gallery
🏡 Whether you’re:
✨ Collecting your BTO keys
✨ Upgrading your resale home
✨ Revamping your kitchen & bathroom
✨ Designing your ideal condo/landed space
We have a team of professional designers to assist you. Slots are limited, so RSVP EARLY ⚠️"
Ciseern by Designer Furnishings Pte Ltd,9,1453174519301518,Ciseern by Designer Furnishings Pte Ltd,8 May 2026,https://www.facebook.com/ads/library/?id=1453174519301518,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_1453174519301518.png,,"🚨 THE WAIT IS OVER — CISEERN’S MUST-VISIT OPENHOUSE RETURNS 🚨
🗓 30 & 31 May | 11AM–7PM (2 DAYS ONLY)
📍 1 Tampines North Drive 1, #01-37 T-Space Building
(Near Courts, Giant & IKEA)
💥 WHY YOU SHOULDN’T MISS THIS:
🎁 Welcome gifts worth up to $1,000 with no purchase required
🎉 Wheely Big Spin worth up to $1488
🎁 Free Sofa/Dining Set worth $3000 or $800 GainCity Cash Vouchers
🍱 Lunch buffet and refreshments provided
⭐ Singapore Leading Premium ID Packages starting from $13,088 only
💳 0% interest installments up to 24 months
🛡️ Full deposit protection for peace of mind
🌟 Trusted by over 20,000 homeowners
🏆 Appointed Designer for HDB Showflats Since 2017 at HDB Hub My Nice Home Gallery
🏡 Whether you’re:
✨ Collecting your BTO keys
✨ Upgrading your resale home
✨ Revamping your kitchen & bathroom
✨ Designing your ideal condo/landed space
We have a team of professional designers to assist you.
High demand expected and slots are limited, so RSVP EARLY ⚠️"
Ciseern by Designer Furnishings Pte Ltd,10,835765662908721,Ciseern by Designer Furnishings Pte Ltd,8 May 2026,https://www.facebook.com/ads/library/?id=835765662908721,ad_screenshots/Ciseern_by_Designer_Furnishings_Pte_Ltd_835765662908721.png,,"🚨 THE WAIT IS OVER — CISEERN’S MUST-VISIT OPENHOUSE RETURNS 🚨
🗓 30 & 31 May | 11AM–7PM (2 DAYS ONLY)
📍 1 Tampines North Drive 1, #01-37 T-Space Building
(Near Courts, Giant & IKEA)
💥 WHY YOU SHOULDN’T MISS THIS:
🎁 Welcome gifts worth up to $1,000 with no purchase required
🎉 Wheely Big Spin worth up to $1488
🎁 Free Sofa/Dining Set worth $3000 or $800 GainCity Cash Vouchers
🍱 Lunch buffet and refreshments provided
⭐ Singapore Leading Premium ID Packages starting from $13,088 only
💳 0% interest installments up to 24 months
🛡️ Full deposit protection for peace of mind
🌟 Trusted by over 20,000 homeowners
🏆 Appointed Designer for HDB Showflats Since 2017 at HDB Hub My Nice Home Gallery
🏡 Whether you’re:
✨ Collecting your BTO keys
✨ Upgrading your resale home
✨ Revamping your kitchen & bathroom
✨ Designing your ideal condo/landed space
We have a team of professional designers to assist you.
⚠️ This is not a regular promotion. Once it’s over, it’s over.
High demand expected and slots are limited, so RSVP EARLY ⚠️"
The Interior Lab (TIL) Pte Ltd,1,4423230521238875,The Interior Lab - TIL Pte Ltd,30 Apr 2026,https://www.facebook.com/ads/library/?id=4423230521238875,ad_screenshots/The_Interior_Lab_TIL_Pte_Ltd_4423230521238875.png,,"We’re growing our team at The Interior Lab! If you’re passionate about crafting thoughtful, design-led homes and want to work on a diverse range of residential projects, we’d love to hear from you. Join a studio where ideas are valued, details matter, and every project is approached with intention. 📩 Send your portfolio to christina.oon@theinteriorlab.com.sg"
ChengYi Interior Design,1,26379996698327178,ChengYi Interior Design,31 Mar 2026,https://www.facebook.com/ads/library/?id=26379996698327178,ad_screenshots/ChengYi_Interior_Design_26379996698327178.png,,"𝘼𝙡𝙬𝙖𝙮𝙨 𝙙𝙧𝙚𝙖𝙢𝙚𝙙 𝙤𝙛 𝙗𝙚𝙘𝙤𝙢𝙞𝙣𝙜 𝙖𝙣 𝙞𝙣𝙩𝙚𝙧𝙞𝙤𝙧 𝙙𝙚𝙨𝙞𝙜𝙣𝙚𝙧? 𝙏𝙝𝙞𝙨 𝙘𝙤𝙪𝙡𝙙 𝙗𝙚 𝙞𝙩. ✨
At 𝗖𝗵𝗲𝗻𝗴𝗬𝗶 𝗜𝗻𝘁𝗲𝗿𝗶𝗼𝗿 𝗗𝗲𝘀𝗶𝗴𝗻, we’re opening our doors to aspiring designers ready to take that first step.
Through mentorship, structured training, and real project exposure, you’ll gain the experience and confidence to step into the industry.
𝘽𝙚𝙘𝙖𝙪𝙨𝙚 𝙝𝙚𝙧𝙚, 𝙜𝙧𝙤𝙬𝙩𝙝 𝙞𝙨𝙣’𝙩 𝙡𝙚𝙛𝙩 𝙩𝙤 𝙘𝙝𝙖𝙣𝙘𝙚 - 𝙞𝙩’𝙨 𝙥𝙖𝙧𝙩 𝙤𝙛 𝙩𝙝𝙚 𝙟𝙤𝙪𝙧𝙣𝙚𝙮. 🤍
👉 Our April 2026 applications are open:"
ChengYi Interior Design,2,2979368465585288,ChengYi Interior Design,9 Apr 2026,https://www.facebook.com/ads/library/?id=2979368465585288,ad_screenshots/ChengYi_Interior_Design_2979368465585288.png,,"At CYID, we design with purpose - crafting high-quality spaces that reflect your lifestyle, preferences, and story. No templates, no shortcuts - just considered design by a committed team. Swipe up to speak with our designers and begin a personalised design journey with us."
ChengYi Interior Design,3,2127897151367791,ChengYi Interior Design,10 Apr 2026,https://www.facebook.com/ads/library/?id=2127897151367791,ad_screenshots/ChengYi_Interior_Design_2127897151367791.png,,"4 Room HDB… or Japanese Airbnb? 🎍🍂
Dressed in warm neutrals and grounded by deep walnut, this Modern Shibui home unfolds with a quiet, calming rhythm that feels a world away from the bustling Singapore.
Gentle curves weave through the space, adding subtle character without overwhelming the simplicity of each space. Thoughtful personal touches - from the mini indoor planter to the intimate reading corner - the home settles naturally into a pace of slow, mindful living, shared with both its owners and their furry companion.
Project: Modern Shibui
Designer: Joyce x Yan Yi | @1oyce x @yannnyi_cyid
☕ Curious how this design flows from room to room? Comment ‘PM’ to explore the full project!
#chengyiinteriordesign #modern #japanese #modernjapanese #sginterior #sginteriordesign #HDB #4roomhdb #HDBSingapore #living #dining #diningspace #diningroom #homestyling #interiordesignideas #renovation #livingdesign #sgreno #renovation #sgrenovation #interiorstyling #hdbrenovation #sginteriordesign #interiordesign #japandi #hdbresale"
ChengYi Interior Design,4,1459100262382120,ChengYi Interior Design,31 Mar 2026,https://www.facebook.com/ads/library/?id=1459100262382120,ad_screenshots/ChengYi_Interior_Design_1459100262382120.png,,"𝙀𝙫𝙚𝙧𝙮𝙤𝙣𝙚 𝙨𝙩𝙖𝙧𝙩𝙨 𝙨𝙤𝙢𝙚𝙬𝙝𝙚𝙧𝙚 - 𝙖𝙣𝙙 𝙩𝙝𝙞𝙨 𝙘𝙤𝙪𝙡𝙙 𝙗𝙚 𝙮𝙤𝙪𝙧𝙨. 💫
At 𝗖𝗵𝗲𝗻𝗴𝗬𝗶 𝗜𝗻𝘁𝗲𝗿𝗶𝗼𝗿 𝗗𝗲𝘀𝗶𝗴𝗻, we’re offering a 𝗖𝗼-𝗜𝗻𝘁𝗲𝗿𝗶𝗼𝗿 𝗗𝗲𝘀𝗶𝗴𝗻𝗲𝗿 𝗔𝗽𝗽𝗿𝗲𝗻𝘁𝗶𝗰𝗲𝘀𝗵𝗶𝗽 role for those who want hands-on experience in the industry. You’ll gain guidance, mentorship, and real opportunities to design and make an impact. 🌠
𝘽𝙚𝙘𝙖𝙪𝙨𝙚 𝙮𝙤𝙪𝙧 𝙥𝙖𝙨𝙨𝙞𝙤𝙣 𝙙𝙚𝙨𝙚𝙧𝙫𝙚𝙨 𝙖 𝙥𝙖𝙩𝙝.
👉Apply now:"
ChengYi Interior Design,5,1481672600153897,ChengYi Interior Design,31 Mar 2026,https://www.facebook.com/ads/library/?id=1481672600153897,ad_screenshots/ChengYi_Interior_Design_1481672600153897.png,,"𝘽𝙪𝙞𝙡𝙙 𝙨𝙠𝙞𝙡𝙡𝙨. 𝘽𝙪𝙞𝙡𝙙 𝙘𝙤𝙣𝙛𝙞𝙙𝙚𝙣𝙘𝙚. 🛠️
Gain hands-on experience, mentorship, and the structure you need to grow as a designer.
From real projects to guided learning, you’ll develop your craft with a team that supports you every step of the way.
👉 Apply here:"
